Index,processed_text
10332,bjp use arnab gowswami instead loudspeaker delhi campaign . hashtag arnab bjp hashtag
10333,congress people shameless even justify paris terror attack hashtag namo hashtag hashtag pappu hashtag bjp
10334,bjp accuse aap raid ordinary trader rule
10335,bjpsamvadwb hear 2 4 ghantaonline tmc blame bjp attack . see bjp everywhere even fi . repeat
10336,bjpitcellmaha rt bharatkavikas mahabjp bjpitcellmaha hashtag sport hashtag bjp hashtag bhiwandi hashtag hashtag bjym hashtag
10337,. userarvindkejriwal remind pm modi bjp promise grant full statehood hashtag delhi hashtag . courtesy abpnews
10338,problem bjp want face uncomfortable question . saw arrogance congress number . know end result !
10339,rahul maken versus sheila kejriwa mixed double face advantage bjp delhi ?
10340,support bjp delhi bjp development hashtag delhi ask pm modi hashtag
10341,congress throw towel ahead delhi poll bjp
10342,goa drug battle political challenge bjp
10343,today mostly channel debate . userarvindkejriwal full statehood question bjp . delhi ak set agenda ! repeat hashtag delhi ask pm modi hashtag
10344,target goa state bjp government start expose governance via usersharethis
10345,pdp business bjp term condition
10346,pm modi begin bjp poll campaign delhi tomorrow
10347,bjp sonia gandhi silent aiyar paris comment ?
10348,userbpp19571 userdevfadnavis userpmoindia useramitshahoffice make bjp national joke mockery cm post . hashtag bend dutt hashtag
10349,pm modi kickstart bjp poll campaign delhi today
10350,hahahahahahahaha ! pehle insaanon ki dekh baal toh kar lete ! usertamreena bjp mean development ?
10351,bjp goon attack vol . husband aap candidate madhu tanwuar delhi cantt board election . hashtag delhi kejriwal hashtag
10352,work organisation . give immense pleasure work bjp
10353,bjp begin fierce campaign clarion call pm modi expose liar aap delhi threadbare .
10354,want go past day passion thrill always work bjp
10355,"bjp spokesperson mp , shri prakash javadekar lead dharna , date . usersanjayazadsln"
10356,. userarvindkejriwal addressd medium modi rally ramlila maidan . bjp nervous hv positive agenda
10357,aap cm sit dharna rape v bjp nihalchand minister modi govt . rapist hashtag delhi kejriwal hashtag
10358,"shri rajnath singh protest corruption , date . usersanjayazadsln"
10359,hashtag pay medium hashtag hashtag p45 hashtag empower site asks hashtag indian hashtag hashtag muslim hashtag vote modi bjp p
10360,bjp namo run gaalis . staple one find plenty taker .
10361,"delhi decide number day naxal raj cheap bijli , pani , high self esteem good year mcd bjp"
10362,". userarvindkejriwal address press conference today saturday , date , time . share via mob app"
10363,shri j . p nadda protest date . usermsisodia
10364,dilli election aaptards dilli msm v bjp . much 4 th pillar constitution ! ! hashtag delhi modi hashtag
10365,sh . arun jaitley address dharna coal scam jantar mantar date . usermsisodia
10366,useramitshahoffice bjp core group meet hold today bjp head office delhi
10367,bjp spokesperson national executive member usershainanc speak hashtag chant sri sri hashtag event mumbai usersrisri usermrsgandhi
10368,"meet hashtag vijender singh hashtag , indian olympic boxer dsp , hashtag haryana hashtag discussion sport hashtag faridabad hashtag region usercmohry"
10369,"usernepaliketa77 young man delhi , ask bjp pertinent question two . watch ."
10370,"bjp sld meet der promise share power rpi address , rpi state committee meet everyone demand"
10371,useramitshahoffice bjp core group meet hold today bjp head office delhi
10372,today death anniversary shri lal bahadur shastri . vital role historic green revolution remember forever .
10373,roll floor laugh useraapkagopalrai troll usersudhanshutrived leave right center youth question bjp delhi agenda .
10374,must watch . repeat bjp agenda delhi hashtag fail modi raj hashtag hashtag delhi kejriwal hashtag
10375,userhallagullaboy bjp oppose lead bulb congress number
10376,"number samajwadi party hashtag sp hashtag hashtag mla hashtag ready join hashtag bjp hashtag , say lawmaker hashtag sangeet som hashtag hashtag india news hashtag"
10377,number people follow number people unfollowed automatically check
10378,like useryoutube video janta ke swaal bjp ke jawaab part number
10379,election commission find number lakh number k duplicate voter delhi wish check bogus voting . last hope bjp spoil . hashtag bjp flop show hashtag
10380,today bengaluru fundraiser . state team organize contes
10381,userrajpootwarrior hashtag delhi next hashtag bjp bjp
10382,bjp legal remedy
10383,join bjp . repeat dial free call number . repeat
10384,bjp turn hashtag delhi next hashtag hashtag aap4 delhi solution hashtag
10385,"rt drunkvinodmehta ls elec , bjp promise full statehood delhi . nothing 7 month . fool . repeat"
10386,delhi election number must watch bjp turn
10387,delhi voter ask bjp mlas n spend rs number crore mla fund past number year ? repeat hashtag delhi next hashtag hashtag aap4 delhi solution hashtag
10388,secularitis cost high rt usertimesnow bjp issue notice sakshi maharaj turn utterance
10389,hashtag bago da bjp hashtag kashmir bjp run away form j k bhagode useraarchie02 userarvindkejriwal userbharatbuilder useranak2422anak
10390,save youth rt userdrunkvinodmehta bjp cm candidate delhi . haha . repeat hashtag delhi next hashtag
10391,"people want see bjp , want know aap . flood social site plan , motto manifesto aap"
10392,bjp dominate vote number . land ordinance issue . repeat userheadlinestoday delhi survey rural voter prefer
10393,everyone read woman hashtag letter hashtag hashtag bjp hashtag student wing live relationship
10394,aap logic bjp leader stay bjp corrupt bjp leader join aap non corrupt hashtag delhi next hashtag hashtag delhi modi hashtag
10395,hashtag google know hashtag bjp cm candidate delhi assembly election ? repeat
10396,thanks mysuru yuva morcha team honour . successful completion yuva chaitanya yatre .
10397,"tharoor go , number politician go bjp leader subramanian swamy hashtag tharoor theory hashtag"
10398,petition shri usernarendramodi usershriamitshahoffice declare tajinder bagga bjp candidate kejriwal
10399,"last two yrs kite fly india everyday festival , carnivalised country happy kite fly wit modi bjp"
10400,send miscall friend join bjp toll free number18002662020 wil get membeship registration numbr . send . repeat
10401,please make mistake . fringe . called fringe actually core party call bjp hashtag crush fringe hashtag
10402,hashtag delhi poll hashtag bjp announces number member election committee head satish upadhyay ptibjpitcellmaha hashtag sitaram thak hashtag
10403,rt ddnational . niklim01 take note suggestion forward feedback concerned section . bjpitcellmaha . repeat
10404,usernsuitripura today wish new tpcc president hashtag bir ajit sinha hashtag work president mahararja userpradyotmanikya state usernsui office
10405,rt abpnewstv delhi poll bjp announces number member election committee hashtag sitaram thak hashtag
10406,"two abvp worker seruous fight tmc mainaguri , jalpaiguri district . pray speedy recovery soonest condemn tmc"
10407,live tv9 number morning . bjp hashtag telangana hashtag
10408,today number people wait airport welcome new hashtag pcc hashtag president hashtag bir ajit sinha hashtag work president userpradyotmanikya
10409,"many statement new family planning , bhartiya janta party bjp change name bhartiya jachaa bachaa party ."
10410,hurt see bjp spokesperson silent arnab insult hindu swami . cud ask keep manner . need aggressive bjp
10411,rt aap v bjp choice hashtag bjp power company nexus hashtag .
10412,please follow indian bjp party modi jee ki acche din .
10413,"usershaziailmi hypocrisy , thy name bjp madam please tweet tweet . repeat"
10414,expose userarvindkejriwal lie 2 year back one bjp care
10415,bjp hashtag italian marine hashtag hashtag mar hashtag userun securitycouncil resolution hashtag jagdish singh hashtag hashtag fakk ir mohamed ibrahim kali fulla hashtag hashtag bhimaraolokur hashtag
10416,bjp agenda modi modi . repeat repentig give vote userbjp4india hashtag bjp power company nexus hashtag
10417,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution hashtag mukulrohatgi hashtag userswamy39 usersushmaswaraj userhttweets usernytimes bjp
10418,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution hashtag pin aki chandra hashtag hashtag kurian joseph hashtag hashtag kumar ikr hashtag userddnational usernato bjp
10419,hashtag italian marine hashtag hashtag mar hashtag userun security council resolution userpaologentiloni usergiulioterzi userquirinalestampa useritaliannavy bjp
10420,bjp hashtag italian marine hashtag hashtag mar hashtag userun security council resolution userpmcronincnas userdarshanabaruah usersupremecourtfan userun usereu
10421,bjp hashtag italian marine hashtag hashtag mar hashtag userun security councilresolution usersimplecommonman userarunbnaik usereconomictimes userrevolutionaap
10422,hashtag bagga v kejriwal hashtag india top popular right topic right . one guy . bjp must use might wisely
10423,hashtag mho hashtag keep hashtag italian marine hashtag hashtag mar hashtag hashtag gir one hashtag hostage illegally hashtag kerala hashtag userbarackobama usersushmaswaraj userdrgarekar usernato bjp
10424,"sir useramitshahoffice whn even varanasi bjp get active userpmoindia campaign , usertajinderbagga station varanasi hashtag bagga v kejriwal hashtag"
10425,"bake news section bjp delhi , seriously disappoint shazia ilmi sudden decision contest delhi election"
10426,vk singh sazia ilmi kiran bedi another userdigvijaya28 ji statement turn true team anna b team bjp
10427,post side bedi join bjp post anupam share yy
10428,hope bjp folk remember jo anna ka nahi hua quote userthekiranbedi bjp . userarvindkejriwal useraamaadmiparty
10429,detect prey three foot snow . satish upadhyay feeling kiran bedi join bjp cm candidate wink
10430,cm candidate aap ne bhi offer kiya tha bedi ko ba paisa saath mein bjp ne diye hain
10431,"amar singh must let bjp . get cozy ambanis , brother fight , cozy amitabh gandhi family fight , want cozy bjp"
10432,kumar vishwas talk abp news loss make veil attack kiran bedi join bjp
10433,desperate time call desperate measure bjp useramishra77 userkanchangupta usersarkarswati userswapan55 userthekiranbedi useramitshahoffice userbdutt
10434,please attend bjp rr dist executive meeting date time lunch follow bk garden gaganpahad mailardevpally . repeat
10435,recent influx bjp bengal anti people political group without fair policy would sensitize germinate faith aboriginal bjp
10436,"former ip officer kiran bedi join bjp , aap shock , cong call gross political opportunism , people see bad indication aap congress"
10437,aap spent crore kejriwalvsmukhi poster bjp bring userthekiranbedi ! fair ! userchetanbragta usermrsgandhi usershilpitewari
